age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
30,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,52,<=50K
21,Private,Some-college,Never-married,Other-service,White,Male,0,0,15,<=50K
24,Local-gov,Some-college,Never-married,Protective-serv,White,Female,0,0,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
31,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,1977,40,>50K
36,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,72,<=50K
20,Private,HS-grad,Never-married,Sales,White,Female,0,0,35,<=50K
46,Private,Some-college,Widowed,Adm-clerical,White,Female,0,0,60,<=50K
44,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,45,<=50K
39,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,38,<=50K
39,Private,Bachelors,Divorced,Exec-managerial,White,Male,0,0,55,<=50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,44,>50K
28,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,<=50K
44,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,0,0,35,<=50K
48,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Black,Male,7298,0,38,>50K
27,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,70,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
28,Federal-gov,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
25,Private,Prof-school,Never-married,Prof-specialty,White,Female,0,0,30,<=50K
21,Private,Some-college,Never-married,Sales,Black,Female,0,0,20,<=50K
18,Private,11th,Never-married,Other-service,White,Male,0,0,15,<=50K
63,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,White,Female,0,0,10,<=50K
18,Private,11th,Never-married,Sales,Black,Female,0,0,8,<=50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
19,Private,11th,Never-married,Transport-moving,White,Male,0,0,20,<=50K
23,Private,Some-college,Never-married,Transport-moving,White,Male,0,0,60,<=50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,1977,60,>50K
43,Private,HS-grad,Divorced,Other-service,Black,Female,0,1762,35,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Other,Male,0,0,40,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,4064,0,40,<=50K
24,Federal-gov,Some-college,Divorced,Adm-clerical,Black,Female,0,0,25,<=50K
42,Private,Some-college,Never-married,Exec-managerial,White,Female,0,2444,40,>50K
23,Private,Some-college,Never-married,Sales,White,Female,0,0,40,<=50K
27,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,50,<=50K
48,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,40,<=50K
31,Self-emp-inc,HS-grad,Never-married,Craft-repair,White,Male,0,0,44,<=50K
31,Private,1st-4th,Never-married,Other-service,White,Female,0,0,25,<=50K
18,Private,12th,Never-married,Sales,White,Female,0,0,25,<=50K
36,Private,HS-grad,Never-married,Sales,White,Female,0,0,40,<=50K
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7688,0,50,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,0,1579,40,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
72,Private,10th,Married-civ-spouse,Sales,White,Male,0,0,15,<=50K
61,Private,10th,Married-civ-spouse,Farming-fishing,White,Male,0,0,55,<=50K
42,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,3908,0,40,<=50K
30,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
40,Private,Assoc-acdm,Divorced,Exec-managerial,White,Female,0,0,40,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,40,<=50K
65,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,15,<=50K
36,Private,Some-college,Divorced,Sales,White,Female,0,0,40,<=50K
37,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,60,<=50K
64,Local-gov,HS-grad,Widowed,Other-service,White,Female,0,0,40,<=50K
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,0,0,20,>50K
38,Private,Bachelors,Never-married,Sales,White,Female,0,0,45,<=50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,1977,50,>50K
24,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,<=50K
39,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,>50K
44,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
47,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
66,Private,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,<=50K
53,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,50,>50K
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,>50K
57,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
44,Private,Assoc-acdm,Divorced,Machine-op-inspct,White,Female,0,0,45,<=50K
59,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,2002,50,<=50K
52,Self-emp-not-inc,HS-grad,Widowed,Other-service,Black,Female,0,0,40,<=50K
46,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,<=50K
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,40,<=50K
37,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,>50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,<=50K
39,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Black,Male,0,1628,40,<=50K
30,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,55,<=50K
59,Private,Some-college,Divorced,Machine-op-inspct,White,Male,0,0,56,<=50K
22,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
40,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,30,<=50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,<=50K
24,Private,10th,Divorced,Handlers-cleaners,White,Female,0,0,58,<=50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
51,Private,Assoc-acdm,Divorced,Prof-specialty,White,Female,0,0,40,<=50K
34,Self-emp-inc,Bachelors,Never-married,Exec-managerial,White,Male,0,0,50,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
17,Private,11th,Never-married,Sales,White,Female,0,0,15,<=50K
20,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,25,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,12,>50K
56,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
17,Private,10th,Never-married,Sales,White,Male,0,0,5,<=50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,7688,0,43,>50K
23,Private,Some-college,Married-civ-spouse,Sales,White,Female,0,0,40,<=50K
36,Local-gov,Bachelors,Separated,Prof-specialty,White,Male,0,0,40,<=50K
52,Private,HS-grad,Separated,Craft-repair,Black,Female,0,0,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,<=50K
30,Private,10th,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,<=50K
32,Private,Assoc-voc,Never-married,Craft-repair,White,Male,0,0,40,<=50K
30,Private,7th-8th,Never-married,Craft-repair,White,Male,0,0,50,<=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,<=50K
54,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,36,<=50K
31,Private,Assoc-voc,Divorced,Sales,Amer-Indian-Eskimo,Female,0,0,40,<=50K
34,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,40,<=50K
58,Private,HS-grad,Divorced,Tech-support,White,Male,4787,0,39,>50K
30,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,40,<=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
27,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,20,<=50K
23,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
24,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
36,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,1977,35,>50K
33,Federal-gov,HS-grad,Divorced,Adm-clerical,Black,Female,0,0,35,<=50K
22,State-gov,Some-college,Never-married,Tech-support,White,Female,0,0,10,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,44,<=50K
34,Private,Assoc-acdm,Married-civ-spouse,Sales,Black,Male,0,1902,50,>50K
44,Federal-gov,Prof-school,Divorced,Prof-specialty,White,Male,0,0,40,>50K
41,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,0,0,45,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,44,<=50K
45,Private,Bachelors,Divorced,Prof-specialty,White,Female,0,0,50,<=50K
23,Private,Bachelors,Never-married,Sales,White,Male,0,0,55,<=50K
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
40,Private,11th,Never-married,Machine-op-inspct,White,Female,0,0,37,<=50K
45,Private,5th-6th,Divorced,Priv-house-serv,White,Female,0,0,35,<=50K
50,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
40,Private,Assoc-acdm,Never-married,Other-service,White,Male,0,0,25,<=50K
24,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,<=50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,1672,40,<=50K
50,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,60,>50K
58,Self-emp-not-inc,Some-college,Divorced,Craft-repair,White,Male,0,0,40,<=50K
47,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,46,<=50K
37,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,0,0,99,>50K
37,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,0,0,35,<=50K
22,Private,Assoc-acdm,Never-married,Transport-moving,White,Male,0,0,45,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,48,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,>50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,<=50K
44,Local-gov,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,4386,0,40,>50K
72,Private,HS-grad,Divorced,Other-service,White,Female,0,0,16,<=50K
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,12,<=50K
26,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,<=50K
58,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,42,<=50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,<=50K
56,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,0,72,<=50K
28,Private,Bachelors,Never-married,Sales,White,Female,0,0,45,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,<=50K
37,Private,Masters,Divorced,Exec-managerial,White,Male,0,0,45,>50K
44,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
42,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
18,Private,Some-college,Never-married,Other-service,White,Female,0,0,25,<=50K
57,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
53,Local-gov,Some-college,Married-civ-spouse,Other-service,White,Male,0,0,35,<=50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,44,>50K
33,Private,HS-grad,Divorced,Sales,White,Female,0,0,50,<=50K
42,Private,Masters,Divorced,Prof-specialty,White,Female,0,0,40,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,<=50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
28,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
72,Federal-gov,11th,Divorced,Adm-clerical,White,Female,0,0,8,<=50K
33,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
47,Private,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,0,25,<=50K
48,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,24,>50K
19,Private,11th,Never-married,Priv-house-serv,White,Female,0,0,35,<=50K
48,Private,Assoc-voc,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,1848,48,>50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,15024,0,35,>50K
42,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,50,>50K
34,Private,Assoc-acdm,Never-married,Craft-repair,Black,Female,0,0,40,<=50K
55,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,<=50K
22,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
39,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,60,<=50K
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,<=50K
47,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,1887,40,>50K
25,Private,Bachelors,Never-married,Sales,White,Female,0,0,20,<=50K
52,Private,11th,Divorced,Other-service,White,Female,0,0,20,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
37,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,White,Male,0,0,50,<=50K
73,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,20,<=50K
50,Private,7th-8th,Divorced,Craft-repair,White,Male,0,0,60,<=50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,<=50K
66,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,24,>50K
22,Private,HS-grad,Never-married,Sales,White,Male,0,0,55,<=50K
69,Local-gov,10th,Married-civ-spouse,Transport-moving,White,Male,0,0,25,<=50K
23,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
35,Private,Some-college,Widowed,Adm-clerical,White,Female,0,0,30,<=50K
20,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,35,<=50K
70,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,20,>50K
54,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,7688,0,40,>50K
34,Private,HS-grad,Never-married,Other-service,Asian-Pac-Islander,Male,0,0,40,<=50K
38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,>50K
33,Private,7th-8th,Divorced,Handlers-cleaners,White,Male,0,0,40,<=50K
43,Private,HS-grad,Separated,Other-service,White,Female,0,0,26,<=50K
60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
81,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,White,Female,0,1668,3,<=50K
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,<=50K
34,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,45,<=50K
46,Self-emp-not-inc,Masters,Never-married,Exec-managerial,White,Male,0,0,25,<=50K
30,State-gov,Some-college,Never-married,Other-service,Amer-Indian-Eskimo,Male,0,0,84,<=50K
29,Private,Some-college,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,60,<=50K
31,Private,7th-8th,Never-married,Handlers-cleaners,White,Male,0,0,25,<=50K
36,Federal-gov,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,36,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,0,0,22,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,30,<=50K
28,Local-gov,Masters,Never-married,Prof-specialty,White,Female,0,0,40,<=50K
33,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
27,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,45,<=50K
38,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
47,Private,Assoc-voc,Divorced,Prof-specialty,White,Female,0,1669,40,<=50K
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Female,0,0,56,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7688,0,50,>50K
38,Private,Some-college,Never-married,Adm-clerical,Black,Female,0,0,40,<=50K
65,Local-gov,Some-college,Never-married,Prof-specialty,Black,Female,0,0,40,<=50K
30,Private,Assoc-voc,Never-married,Craft-repair,White,Male,0,0,40,>50K
54,Private,11th,Married-civ-spouse,Other-service,White,Female,0,0,43,<=50K
49,Private,12th,Divorced,Machine-op-inspct,White,Female,0,0,40,<=50K
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,0,0,15,>50K
48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,>50K
23,Private,5th-6th,Never-married,Priv-house-serv,White,Female,0,0,12,<=50K
77,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,25,<=50K
19,Private,Some-college,Never-married,Other-service,White,Female,0,0,20,<=50K
30,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,0,0,30,<=50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,1902,55,>50K
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,>50K
20,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
66,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,10605,0,40,>50K
49,Private,HS-grad,Never-married,Craft-repair,White,Female,0,0,40,<=50K
52,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,45,>50K
24,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,35,>50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,15,<=50K
22,Private,11th,Never-married,Transport-moving,White,Male,0,0,65,<=50K
19,Private,Some-college,Never-married,Other-service,White,Male,0,0,20,<=50K
39,Private,11th,Never-married,Prof-specialty,White,Female,0,0,30,<=50K
61,Local-gov,Bachelors,Divorced,Other-service,White,Male,0,0,30,<=50K
45,Private,Assoc-acdm,Divorced,Transport-moving,White,Male,0,0,55,<=50K
36,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,2415,45,>50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,<=50K
52,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,<=50K
29,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,0,0,42,>50K
33,Private,HS-grad,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,0,0,40,<=50K
34,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,55,<=50K
46,Local-gov,Bachelors,Divorced,Protective-serv,Black,Male,0,0,50,>50K
44,Private,Masters,Married-civ-spouse,Craft-repair,White,Male,15024,0,45,>50K
19,Private,HS-grad,Never-married,Other-service,White,Female,0,0,13,<=50K
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,>50K
40,Private,HS-grad,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,<=50K
20,Private,Some-college,Never-married,Prof-specialty,White,Female,0,0,2,<=50K
24,Private,Assoc-acdm,Never-married,Handlers-cleaners,White,Male,0,0,30,<=50K
76,Private,HS-grad,Widowed,Other-service,White,Male,0,0,17,<=50K
20,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,0,0,40,<=50K
33,Private,Prof-school,Never-married,Prof-specialty,White,Male,0,0,40,>50K
31,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,40,<=50K
33,Private,HS-grad,Divorced,Other-service,White,Female,0,0,40,<=50K
19,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,35,<=50K
29,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,1590,50,<=50K
30,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,45,<=50K
48,Private,Masters,Divorced,Exec-managerial,White,Male,99999,0,50,>50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
37,Private,11th,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,7688,0,60,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,7688,0,42,>50K
28,Self-emp-not-inc,HS-grad,Never-married,Other-service,White,Female,0,0,28,<=50K
42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,52,>50K
60,State-gov,Masters,Married-civ-spouse,Exec-managerial,White,Female,3103,0,40,>50K
21,Private,Assoc-voc,Never-married,Other-service,White,Female,0,0,40,<=50K
29,Private,Some-college,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
44,Private,HS-grad,Divorced,Sales,White,Male,0,0,38,<=50K
45,Private,Bachelors,Divorced,Adm-clerical,White,Female,4687,0,35,>50K
38,Private,Some-college,Never-married,Sales,Black,Female,0,0,40,<=50K
28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,50,>50K
29,Private,HS-grad,Never-married,Sales,White,Female,0,0,40,<=50K
20,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,<=50K
49,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,56,>50K
40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
17,Private,12th,Never-married,Adm-clerical,White,Female,0,0,30,<=50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
42,Private,Some-college,Never-married,Farming-fishing,White,Male,0,0,28,<=50K
29,Private,Bachelors,Never-married,Exec-managerial,Black,Female,0,0,40,<=50K
57,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,4386,0,13,>50K
23,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,40,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Black,Female,0,0,40,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,24,<=50K
39,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,<=50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
43,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,0,0,45,<=50K
25,State-gov,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,40,<=50K
40,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,60,<=50K
52,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,White,Male,0,0,25,<=50K
48,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,0,0,36,<=50K
37,Private,Assoc-voc,Never-married,Sales,Black,Female,0,0,6,<=50K
36,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,50,<=50K
33,Private,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,>50K
24,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,10,<=50K
42,Local-gov,HS-grad,Divorced,Farming-fishing,White,Male,0,0,40,<=50K
35,Self-emp-inc,Assoc-acdm,Never-married,Sales,White,Male,0,0,40,<=50K
40,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,22,<=50K
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,<=50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
57,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
51,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,>50K
61,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,0,0,35,<=50K
71,Private,HS-grad,Widowed,Sales,White,Female,0,0,20,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
38,Private,Bachelors,Never-married,Other-service,White,Female,0,0,45,<=50K
25,Private,Bachelors,Never-married,Sales,White,Male,0,0,65,<=50K
33,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,50,<=50K
40,State-gov,11th,Divorced,Transport-moving,White,Female,0,0,52,<=50K
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,2829,0,40,<=50K
33,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
46,Private,Some-college,Never-married,Adm-clerical,Black,Female,0,0,36,<=50K
24,Private,HS-grad,Married-civ-spouse,Sales,White,Female,0,0,40,>50K
28,Private,Masters,Never-married,Exec-managerial,Other,Male,0,0,30,<=50K
20,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
34,Private,Some-college,Divorced,Handlers-cleaners,White,Female,0,0,40,<=50K
34,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,55,<=50K
25,Private,Some-college,Never-married,Adm-clerical,Black,Female,0,0,40,<=50K
